品类,历史tradeId,历史fieldId,字段,类型,历史必填,历史saleProp,Listingify基线来源,CLI本地来源,Listingify基线判断逻辑,CLI缺失处理,create阶段,full-update阶段,incremental阶段,确认状态,CLI代码/验证入口,基线证据
板鞋,10381,85729,相对发货时间,TEXT,是,否,LAUNCH_PLAN 上市计划履约字段 + 平台运营配置 + 当前模板 options,本地上市计划 Excel 上市计划履约字段 + 平台运营配置 + 当前模板 options,按上市计划/平台明确履约值命中当前模板 options；没有业务配置不套用鞋品默认。,无履约配置留空并转业务人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5785
板鞋,10381,56987,筒高,TEXT,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5786
板鞋,10381,57458,类型(多选),MULTI_CHOICE,是,否,深绘 trade_path + MDM/上市计划品类 + 参考图，AI 仅作枚举兜底,深绘 trade_path + MDM/上市计划品类 + 参考图，AI 仅作枚举兜底,优先来源文本与类目，参考图辅助；AI 只在模板枚举内补空值，不覆盖确定来源。,不能命中模板枚举或图片证据不足时留空，转类目/图片复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5787
板鞋,10381,94389,羽绒服洗涤说明,SINGLE_CHOICE,否,否,业务规则 skip：羽绒服洗涤说明是鞋品当前代码主动置空字段,业务规则 skip：羽绒服洗涤说明是鞋品当前代码主动置空字段,羽绒服洗涤说明是鞋品当前代码主动置空字段 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5788
板鞋,10381,2720,耐磨指数,SINGLE_CHOICE,否,否,COPYWRITING 标准文案（厚薄/柔软度/弹性/版型） + REFERENCE_IMAGE + 当前模板 options；AI 仅辅助枚举,本地文案 Excel 标准文案（厚薄/柔软度/弹性/版型） + 本地参考图 + 当前模板 options；AI 仅辅助枚举,优先取标准文案明确属性；图片仅辅助明显可见/观感属性，最终必须命中当前模板 options，不能从季节或材质硬推。,文案和图像均无充分证据时留空并人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5789
板鞋,10381,2722,舒适指数,SINGLE_CHOICE,否,否,COPYWRITING 标准文案（厚薄/柔软度/弹性/版型） + REFERENCE_IMAGE + 当前模板 options；AI 仅辅助枚举,本地文案 Excel 标准文案（厚薄/柔软度/弹性/版型） + 本地参考图 + 当前模板 options；AI 仅辅助枚举,优先取标准文案明确属性；图片仅辅助明显可见/观感属性，最终必须命中当前模板 options，不能从季节或材质硬推。,文案和图像均无充分证据时留空并人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5790
板鞋,10381,30530,设计师说,MULTI_TEXT,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5791
板鞋,10381,33172,试穿报告表,MULTI_TEXT,否,否,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,试穿报告表是鞋品当前代码主动置空字段 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5792
板鞋,10381,92408,详情页AI标注,SINGLE_CHOICE,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5793
板鞋,10381,39965,详情页标题,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5794
板鞋,10381,31666,详情页里料,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按帮面、里料、鞋底、鞋垫分部位取证；文本保留真实描述，枚举必须归一到当前模板。,无可信文案/OCR/人工证据则留空；模板必填转人工补证。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5795
板鞋,10381,39970,详情页面料,TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5796
板鞋,10381,61309,详情页面料-中幼童20Q2,MULTI_TEXT,否,否,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,鞋品文案/标准文案；当前鞋品文案附件无有效行时留空或转人工,按鞋品文案/标准文案对应列取值，控制长度并保留完整词；鞋品文案附件无有效行时不编造。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5797
板鞋,10381,56963,货源类别,TEXT,是,否,深绘 trade_path + MDM/上市计划品类 + 参考图，AI 仅作枚举兜底,深绘 trade_path + MDM/上市计划品类 + 参考图，AI 仅作枚举兜底,优先来源文本与类目，参考图辅助；AI 只在模板枚举内补空值，不覆盖确定来源。,不能命中模板枚举或图片证据不足时留空，转类目/图片复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5798
板鞋,10381,56971,质检报告,TEXT,否,否,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,鞋盒/吊牌/OCR + 上市计划鞋品企业名称 + 企业固定主数据,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5799
板鞋,10381,66089,退款规则,TEXT,是,否,固定售后规则 + 当前模板 options,固定售后规则 + 当前模板 options,按当前平台模板合法枚举填写，不从文案推导售后。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5800
板鞋,10381,40350,适用人群,TEXT,否,否,上市计划/MDM 性别尺码段 + 鞋品尺码模板 reference_age,上市计划/MDM 性别尺码段 + 鞋品尺码模板 reference_age,按 MDM/上市计划与鞋码参考年龄归一到模板值；开放年龄段不擅自闭合。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5801
板鞋,10381,39986,适用人群(多选),MULTI_CHOICE,是,否,上市计划/MDM 性别尺码段 + 鞋品尺码模板 reference_age,上市计划/MDM 性别尺码段 + 鞋品尺码模板 reference_age,按 MDM/上市计划与鞋码参考年龄归一到模板值；开放年龄段不擅自闭合。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5802
板鞋,10381,39982,适用场合(多选),MULTI_CHOICE,是,否,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,优先来源文本与类目，参考图辅助；AI 只在模板枚举内补空值，不覆盖确定来源。,留空并记录缺失来源；模板必填时阻断或转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5803
板鞋,10381,40220,适用场景,TEXT,否,否,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,鞋品文案 + 参考图 + 当前模板枚举；AI 仅在证据足够时补枚举,优先来源文本与类目，参考图辅助；AI 只在模板枚举内补空值，不覆盖确定来源。,不能命中模板枚举或图片证据不足时留空，转类目/图片复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:5804
